cv_edu,edu,cv_mun,mun,pob,pobreza_pct,pobreza_pob,extrema_pct,extrema_pob,moderada_pct,moderada_pob,vulnerables_c_pct,vulnerables_c_pob,vulnerables_i_pct,vulnerables_i_pob,rez_edu_pct,rez_edu_pob,rez_serv_salud_pct,rez_serv_salud_pob,rez_seg_social_pct,rez_seg_social_pob,rez_esp_viv_pct,rez_esp_viv_pob,rez_serv_viv_pct,rez_serv_viv_pob,rez_alim_pct,rez_alim_pob,ing_inf_bie_pct,ing_inf_bie_pob,ing_inf_min_pct,ing_inf_min_pob,gini,razon_ingreso
18,Nayarit,18016,Tecuala,"36,501",57.7,"21,044",10.8,"3,941",46.9,"17,104",31.7,"11,553",2.7,982,24.8,"9,052",32.3,"11,804",78.9,"28,788",12.0,"4,364",25.9,"9,440",24.2,"8,847",60.3,"22,026",24.3,"8,883",0.419,0.12
18,Nayarit,18017,Tepic,"426,268",20.6,"87,816",2.0,"8,357",18.6,"79,459",37.9,"161,687",4.7,"20,063",14.7,"62,591",24.2,"103,183",44.0,"187,542",5.6,"23,778",4.6,"19,755",18.6,"79,275",25.3,"107,879",5.0,"21,207",0.448,0.10
18,Nayarit,18018,Tuxpan,"23,078",54.8,"12,638",7.3,"1,694",47.4,"10,944",33.8,"7,793",3.1,722,21.3,"4,913",19.3,"4,443",71.1,"16,416",9.7,"2,240",29.6,"6,840",21.3,"4,920",57.9,"13,360",21.5,"4,971",0.411,0.13
18,Nayarit,18019,La Yesca,"18,962",90.1,"17,090",28.2,"5,356",61.9,"11,734",5.8,"1,092",3.8,721,31.3,"5,931",9.0,"1,699",77.4,"14,679",27.0,"5,129",51.1,"9,696",31.0,"5,874",93.9,"17,811",75.3,"14,274",0.395,0.14
18,Nayarit,18020,Bahía de Banderas,"117,545",37.6,"44,144",4.4,"5,227",33.1,"38,917",36.7,"43,118",7.8,"9,117",18.8,"22,129",29.0,"34,124",56.1,"65,944",11.7,"13,746",8.0,"9,370",21.9,"25,733",45.3,"53,261",14.3,"16,761",0.424,0.15
19,Nuevo León,19001,Abasolo,"2,731",22.6,617,1.6,42,21.0,575,42.5,"1,160",5.9,162,17.7,483,19.9,543,40.8,"1,113",12.0,327,7.3,200,17.2,468,28.5,779,5.4,147,0.380,0.15
19,Nuevo León,19002,Agualeguas,"4,503",32.3,"1,457",1.6,73,30.7,"1,383",46.4,"2,089",4.0,178,25.0,"1,127",18.4,830,62.2,"2,801",6.3,283,4.6,205,11.0,496,36.3,"1,635",10.5,474,0.427,0.12
19,Nuevo León,19003,Los Aldamas,"1,506",43.8,660,2.9,44,40.9,616,49.9,752,1.3,20,32.4,487,41.9,631,80.3,"1,210",4.5,67,7.4,111,4.9,74,45.1,680,15.7,237,0.418,0.12
19,Nuevo León,19004,Allende,"33,862",25.1,"8,499",1.9,649,23.2,"7,850",39.9,"13,510",8.4,"2,835",16.8,"5,695",27.6,"9,346",41.3,"13,978",9.0,"3,039",15.1,"5,108",13.6,"4,599",33.5,"11,334",7.0,"2,358",0.382,0.15
19,Nuevo León,19005,Anáhuac,"16,939",45.3,"7,672",6.8,"1,155",38.5,"6,517",31.7,"5,366",7.6,"1,287",21.6,"3,656",37.1,"6,277",63.0,"10,678",15.2,"2,581",10.2,"1,720",21.4,"3,624",52.9,"8,960",16.2,"2,748",0.390,0.14
19,Nuevo León,19006,Apodaca,"549,408",18.0,"98,941",1.1,"6,201",16.9,"92,740",25.6,"140,515",12.4,"68,105",9.6,"52,710",18.9,"103,573",26.7,"146,740",5.1,"27,996",0.6,"3,062",13.6,"74,669",30.4,"167,046",5.3,"28,893",0.395,0.15
19,Nuevo León,19007,Aramberri,"8,728",69.2,"6,038",20.6,"1,800",48.6,"4,238",19.6,"1,713",3.7,324,29.7,"2,591",7.3,635,78.2,"6,822",21.7,"1,892",56.0,"4,885",42.3,"3,695",72.9,"6,362",35.6,"3,104",0.400,0.11
19,Nuevo León,19008,Bustamante,"3,304",47.3,"1,562",3.9,127,43.4,"1,434",31.4,"1,038",8.2,272,17.3,571,23.4,772,64.3,"2,126",13.0,429,3.2,104,16.7,551,55.5,"1,833",16.8,554,0.375,0.17
19,Nuevo León,19009,Cadereyta Jiménez,"76,140",28.0,"21,316",2.5,"1,885",25.5,"19,432",31.7,"24,120",10.6,"8,068",17.2,"13,123",22.4,"17,045",40.0,"30,459",9.5,"7,198",10.1,"7,727",17.1,"13,026",38.6,"29,385",8.6,"6,571",0.396,0.14
19,Nuevo León,19010,Carmen,"14,364",27.0,"3,875",2.3,332,24.7,"3,544",32.9,"4,722",10.1,"1,457",14.9,"2,146",19.4,"2,791",34.9,"5,012",11.7,"1,682",5.7,817,20.0,"2,876",37.1,"5,332",7.4,"1,057",0.358,0.17
19,Nuevo León,19011,Cerralvo,"5,950",36.3,"2,163",2.5,149,33.8,"2,014",38.7,"2,304",6.6,394,24.6,"1,464",13.3,791,60.3,"3,590",8.6,513,4.0,238,15.2,905,43.0,"2,556",9.9,592,0.366,0.15
19,Nuevo León,19012,Ciénega de Flores,"27,759",24.0,"6,667",1.9,517,22.2,"6,150",38.1,"10,581",7.9,"2,190",22.3,"6,191",24.3,"6,742",31.9,"8,844",23.3,"6,474",3.8,"1,049",21.5,"5,968",31.9,"8,857",5.6,"1,551",0.379,0.15
19,Nuevo León,19013,China,"7,865",45.4,"3,567",4.1,326,41.2,"3,241",33.1,"2,600",9.0,704,21.2,"1,666",20.6,"1,620",66.3,"5,218",3.5,276,14.2,"1,114",15.1,"1,191",54.3,"4,271",17.5,"1,378",0.414,0.11
19,Nuevo León,19014,Dr. Arroyo,"18,703",68.7,"12,851",22.5,"4,215",46.2,"8,636",20.1,"3,766",3.0,556,27.5,"5,150",12.5,"2,346",81.1,"15,165",19.5,"3,638",59.9,"11,212",36.5,"6,826",71.7,"13,407",37.2,"6,962",0.416,0.11
19,Nuevo León,19015,Dr. Coss,"1,816",39.3,714,3.5,63,35.8,651,49.0,891,2.8,51,32.8,595,44.4,806,70.6,"1,282",6.1,112,8.0,146,4.9,89,42.1,765,13.0,237,0.371,0.16
19,Nuevo León,19016,Dr. González,"3,135",28.0,878,2.9,90,25.2,789,46.0,"1,441",4.5,142,26.9,845,33.0,"1,033",48.9,"1,534",16.1,505,11.7,365,14.3,449,32.5,"1,020",6.8,212,0.363,0.17
19,Nuevo León,19017,Galeana,"31,016",61.4,"19,052",11.6,"3,613",49.8,"15,439",29.4,"9,114",2.3,728,29.7,"9,221",11.9,"3,684",80.1,"24,855",22.4,"6,933",22.6,"7,020",35.7,"11,081",63.8,"19,780",26.3,"8,167",0.385,0.14
19,Nuevo León,19018,García,"122,582",35.4,"43,378",5.4,"6,591",30.0,"36,787",21.3,"26,054",15.9,"19,529",14.2,"17,457",18.6,"22,830",34.6,"42,469",15.0,"18,413",2.8,"3,461",30.0,"36,796",51.3,"62,907",15.5,"19,061",0.418,0.15
19,Nuevo León,19019,San Pedro Garza García,"77,703",15.2,"11,813",0.4,343,14.8,"11,470",48.4,"37,582",4.9,"3,790",14.5,"11,255",15.6,"12,135",46.7,"36,284",6.6,"5,109",0.2,141,12.9,"10,062",20.1,"15,603",2.8,"2,157",0.470,0.11
19,Nuevo León,19020,Gral. Bravo,"4,542",31.0,"1,410",3.2,143,27.9,"1,266",53.6,"2,433",2.1,96,25.8,"1,172",41.7,"1,894",65.7,"2,983",12.7,575,13.1,596,15.5,705,33.1,"1,505",6.6,299,0.441,0.12
19,Nuevo León,19021,Gral. Escobedo,"353,555",24.2,"85,406",2.2,"7,811",21.9,"77,595",28.5,"100,864",9.9,"35,129",13.0,"45,962",20.1,"71,081",33.6,"118,948",8.0,"28,185",2.6,"9,058",20.2,"71,295",34.1,"120,535",6.5,"23,154",0.403,0.14
19,Nuevo León,19022,Gral. Terán,"12,135",40.2,"4,884",3.8,465,36.4,"4,418",42.0,"5,092",5.7,691,29.4,"3,564",28.1,"3,405",57.3,"6,955",12.1,"1,465",18.8,"2,287",15.3,"1,860",45.9,"5,575",12.4,"1,506",0.372,0.16
19,Nuevo León,19023,Gral. Treviño,"1,400",25.9,362,2.0,28,23.9,335,51.4,720,2.3,32,29.8,417,21.5,300,58.9,825,10.3,145,8.1,113,11.1,155,28.1,394,5.9,83,0.456,0.12
19,Nuevo León,19024,Gral. Zaragoza,"3,301",68.4,"2,259",16.5,544,52.0,"1,715",23.9,790,2.0,65,26.4,872,10.3,341,86.9,"2,867",27.7,913,43.6,"1,441",17.7,585,70.4,"2,324",39.9,"1,316",0.428,0.11
19,Nuevo León,19025,Gral. Zuazua,"55,653",24.4,"13,571",2.1,"1,194",22.2,"12,377",27.7,"15,411",12.5,"6,943",16.7,"9,275",20.3,"11,294",28.9,"16,064",18.1,"10,072",3.2,"1,792",21.2,"11,789",36.9,"20,514",6.9,"3,836",0.363,0.15
19,Nuevo León,19026,Guadalupe,"829,539",13.2,"109,278",0.9,"7,091",12.3,"102,188",37.8,"313,770",5.1,"42,324",12.0,"99,768",25.3,"210,006",34.1,"283,125",5.0,"41,299",1.4,"11,421",12.6,"104,692",18.3,"151,602",2.7,"22,003",0.426,0.10
19,Nuevo León,19027,Los Herreras,"2,278",39.3,896,3.0,68,36.4,828,49.1,"1,119",2.1,47,31.7,721,35.9,817,71.4,"1,627",4.9,111,6.3,144,9.9,226,41.4,943,12.5,285,0.393,0.12
19,Nuevo León,19028,Higueras,"1,909",26.3,501,2.1,39,24.2,462,46.5,888,4.1,78,21.5,410,24.1,461,50.2,958,19.9,380,5.8,111,17.0,325,30.3,579,6.1,116,0.379,0.15
19,Nuevo León,19029,Hualahuises,"5,299",33.4,"1,769",2.5,130,30.9,"1,639",38.5,"2,041",6.4,338,19.5,"1,031",25.2,"1,334",53.8,"2,853",8.2,432,12.7,675,13.9,737,39.8,"2,107",8.8,465,0.412,0.12
19,Nuevo León,19030,Iturbide,"3,196",44.6,"1,426",8.9,283,35.8,"1,143",44.8,"1,431",2.0,64,24.5,784,15.4,491,77.6,"2,480",16.1,514,26.7,853,42.2,"1,349",46.6,"1,491",15.2,487,0.378,0.15
19,Nuevo León,19031,Juárez,"236,317",25.9,"61,255",2.0,"4,610",24.0,"56,645",29.0,"68,492",12.1,"28,576",13.8,"32,685",19.9,"47,116",35.6,"84,171",8.2,"19,405",2.8,"6,532",18.2,"42,997",38.0,"89,831",7.3,"17,282",0.365,0.16
19,Nuevo León,19032,Lampazos de Naranjo,"3,775",48.7,"1,838",5.9,222,42.8,"1,616",28.1,"1,062",10.0,376,18.2,686,40.2,"1,516",62.8,"2,370",10.9,412,8.4,315,18.6,700,58.7,"2,214",21.3,804,0.409,0.14
19,Nuevo León,19033,Linares,"62,400",30.3,"18,885",3.9,"2,449",26.3,"16,435",27.6,"17,203",11.7,"7,275",19.2,"11,986",15.1,"9,423",39.6,"24,691",10.7,"6,663",12.6,"7,886",20.3,"12,678",41.9,"26,160",10.5,"6,563",0.413,0.13
19,Nuevo León,19034,Marín,"5,008",28.3,"1,418",1.8,92,26.5,"1,326",33.7,"1,690",11.6,581,18.6,931,15.2,764,38.9,"1,948",9.8,493,5.8,290,14.5,728,39.9,"1,999",8.3,414,0.373,0.16
19,Nuevo León,19035,Melchor Ocampo,930,23.3,217,1.6,15,21.7,202,51.8,482,2.2,20,18.5,172,22.3,207,61.7,574,11.4,106,2.0,18,10.9,102,25.4,237,4.6,43,0.396,0.14
19,Nuevo León,19036,Mier y Noriega,"4,439",86.6,"3,843",20.4,906,66.2,"2,937",12.0,531,0.5,23,34.0,"1,507",7.9,350,90.8,"4,030",16.1,715,48.9,"2,170",23.9,"1,061",87.1,"3,866",61.2,"2,717",0.391,0.12
19,Nuevo León,19037,Mina,"4,836",41.0,"1,985",4.8,233,36.2,"1,752",26.9,"1,299",12.6,611,24.0,"1,160",22.8,"1,103",44.9,"2,171",14.9,721,9.5,458,22.7,"1,099",53.7,"2,595",15.5,748,0.365,0.16
19,Nuevo León,19038,Montemorelos,"54,871",25.5,"13,983",2.7,"1,485",22.8,"12,498",35.4,"19,401",7.2,"3,956",15.6,"8,578",25.3,"13,883",41.9,"23,005",8.4,"4,589",14.4,"7,927",14.5,"7,975",32.7,"17,940",7.1,"3,920",0.442,0.12
19,Nuevo León,19039,Monterrey,"1,164,880",21.0,"244,764",1.8,"20,804",19.2,"223,960",36.9,"429,391",5.9,"69,084",13.1,"152,023",26.0,"303,425",42.3,"493,227",6.1,"71,599",1.8,"20,706",16.3,"189,977",26.9,"313,849",5.4,"63,159",0.455,0.11
19,Nuevo León,19040,Parás,"1,248",31.5,393,2.1,26,29.4,367,50.8,634,3.1,38,22.6,282,23.7,296,68.3,852,11.7,146,8.0,100,4.7,59,34.5,431,9.3,116,0.399,0.13
19,Nuevo León,19041,Pesquería,"11,247",24.9,"2,798",2.2,249,22.7,"2,549",41.8,"4,700",7.8,872,14.5,"1,630",27.3,"3,068",44.7,"5,029",4.6,514,16.5,"1,859",13.9,"1,560",32.6,"3,671",6.5,726,*,*
19,Nuevo León,19042,Los Ramones,"5,407",41.5,"2,244",4.4,238,37.1,"2,006",47.5,"2,569",2.3,125,28.2,"1,524",24.7,"1,335",69.4,"3,755",8.2,442,24.4,"1,322",12.4,671,43.8,"2,368",13.8,747,0.421,0.11
19,Nuevo León,19043,Rayones,"2,241",60.4,"1,353",9.5,212,50.9,"1,142",34.1,763,1.2,26,35.7,800,27.8,623,82.6,"1,852",17.2,386,23.0,516,17.8,399,61.6,"1,380",24.4,547,0.362,0.17
19,Nuevo León,19044,Sabinas Hidalgo,"34,288",27.2,"9,315",1.9,641,25.3,"8,674",35.7,"12,254",7.2,"2,470",15.8,"5,426",20.0,"6,853",51.0,"17,499",5.8,"1,975",4.2,"1,448",13.9,"4,771",34.4,"11,785",6.9,"2,382",0.416,0.13
19,Nuevo León,19045,Salinas Victoria,"20,500",51.9,"10,640",9.0,"1,849",42.9,"8,791",32.9,"6,747",6.3,"1,297",22.2,"4,556",18.9,"3,876",49.3,"10,103",26.1,"5,342",51.1,"10,480",22.9,"4,696",58.2,"11,937",18.2,"3,734",0.340,0.18
19,Nuevo León,19046,San Nicolás de los Garza,"444,799",12.8,"56,943",0.5,"2,058",12.3,"54,884",32.0,"142,304",6.5,"29,046",8.2,"36,642",20.5,"91,052",32.8,"145,766",1.9,"8,651",0.1,241,8.6,"38,259",19.3,"85,989",2.8,"12,299",0.410,0.12
19,Nuevo León,19047,Hidalgo,"14,752",24.5,"3,614",2.6,386,21.9,"3,228",24.4,"3,596",13.8,"2,030",16.2,"2,388",8.8,"1,293",30.1,"4,435",7.3,"1,073",2.3,342,16.3,"2,404",38.3,"5,644",9.4,"1,391",0.397,0.14
19,Nuevo León,19048,Santa Catarina,"260,750",25.4,"66,323",2.1,"5,492",23.3,"60,831",27.7,"72,316",12.0,"31,373",16.1,"41,864",18.9,"49,381",33.5,"87,404",7.9,"20,668",2.2,"5,753",16.9,"44,191",37.5,"97,696",8.3,"21,725",0.392,0.15
19,Nuevo León,19049,Santiago,"44,609",19.5,"8,711",1.6,711,17.9,"7,999",38.4,"17,147",6.9,"3,081",13.9,"6,213",25.3,"11,299",42.2,"18,820",6.6,"2,936",6.1,"2,699",11.4,"5,063",26.4,"11,792",4.8,"2,127",0.424,0.12
19,Nuevo León,19050,Vallecillo,"1,925",36.2,697,4.6,88,31.6,608,51.3,988,2.7,51,29.8,575,26.4,508,66.4,"1,278",11.1,213,29.2,561,19.5,375,38.9,748,10.9,210,0.383,0.15
19,Nuevo León,19051,Villaldama,"4,033",33.6,"1,356",2.1,83,31.6,"1,273",42.6,"1,719",6.8,274,17.8,718,20.3,818,60.5,"2,441",7.1,288,9.1,367,11.9,482,40.4,"1,630",9.1,365,0.396,0.17
20,Oaxaca,20001,Abejones,910,87.5,796,56.8,517,30.7,280,12.0,109,0.2,1,37.4,340,98.1,892,96.6,879,28.6,260,93.2,848,27.8,253,87.7,798,58.9,536,0.395,0.18
20,Oaxaca,20002,Acatlán de Pérez Figueroa,"41,699",74.9,"31,217",34.3,"14,305",40.6,"16,912",18.9,"7,882",1.6,669,38.2,"15,945",40.7,"16,985",80.1,"33,401",42.0,"17,524",65.4,"27,282",32.6,"13,614",76.5,"31,886",42.7,"17,795",0.458,0.10
20,Oaxaca,20003,Asunción Cacalotepec,"2,324",86.4,"2,008",56.6,"1,315",29.9,694,13.5,313,0.0,0,38.8,902,68.7,"1,597",91.8,"2,132",30.2,702,94.4,"2,194",30.1,700,86.4,"2,008",62.0,"1,442",0.436,0.13
20,Oaxaca,20004,Asunción Cuyotepeji,781,63.2,494,17.7,138,45.6,356,30.0,234,2.5,20,39.0,305,16.7,130,52.6,410,17.8,139,64.9,507,23.7,185,65.8,514,31.4,246,0.404,0.16
20,Oaxaca,20005,Asunción Ixtaltepec,"14,014",54.4,"7,623",10.8,"1,510",43.6,"6,113",30.7,"4,297",2.4,333,30.9,"4,331",44.6,"6,253",71.1,"9,965",16.0,"2,239",30.1,"4,212",15.5,"2,177",56.8,"7,956",19.9,"2,783",0.454,0.11
20,Oaxaca,20006,Asunción Nochixtlán,"19,175",64.9,"12,451",17.8,"3,412",47.1,"9,038",26.3,"5,034",0.8,156,19.4,"3,718",32.2,"6,178",83.5,"16,006",31.2,"5,986",54.4,"10,431",19.4,"3,724",65.7,"12,607",26.3,"5,038",0.446,0.10
20,Oaxaca,20007,Asunción Ocotlán,"2,314",92.3,"2,136",63.4,"1,466",29.0,670,7.7,178,0.0,0,61.1,"1,413",72.0,"1,665",93.8,"2,171",51.6,"1,193",98.2,"2,273",29.2,675,92.3,"2,136",64.8,"1,499",0.403,--
20,Oaxaca,20008,Asunción Tlacolulita,607,81.3,494,32.6,198,48.8,296,16.9,103,0.8,5,33.1,201,47.1,286,92.6,562,38.1,231,35.9,218,29.1,176,82.1,498,49.8,302,0.374,0.17
20,Oaxaca,20009,Ayotzintepec,"6,263",86.7,"5,428",43.4,"2,719",43.3,"2,709",11.6,728,0.4,24,36.4,"2,278",62.3,"3,902",93.8,"5,877",22.8,"1,425",63.1,"3,955",37.2,"2,333",87.1,"5,452",54.8,"3,432",0.422,0.11
20,Oaxaca,20010,El Barrio de la Soledad,"18,917",36.4,"6,881",4.4,829,32.0,"6,052",37.2,"7,038",3.4,639,22.1,"4,176",16.0,"3,033",42.1,"7,964",10.2,"1,935",36.3,"6,867",20.7,"3,911",39.8,"7,520",9.1,"1,726",0.426,0.13
20,Oaxaca,20011,Calihualá,"1,021",83.5,853,41.5,424,42.0,429,12.9,132,2.1,22,46.3,472,26.6,272,61.1,624,48.3,493,83.1,849,30.8,315,85.6,874,54.1,552,0.404,0.10
20,Oaxaca,20012,Candelaria Loxicha,"8,915",89.2,"7,948",63.3,"5,640",25.9,"2,308",9.2,816,0.1,7,45.6,"4,066",30.8,"2,743",95.8,"8,541",70.8,"6,312",87.6,"7,813",49.4,"4,404",89.2,"7,955",67.7,"6,039",0.453,0.07
20,Oaxaca,20013,Ciénega de Zimatlán,"2,538",69.9,"1,774",10.4,264,59.5,"1,510",26.6,675,0.6,15,30.5,775,25.5,648,92.7,"2,352",21.3,540,33.2,843,4.2,106,70.5,"1,790",23.7,601,0.396,0.12
20,Oaxaca,20014,Ciudad Ixtepec,"31,306",36.5,"11,431",5.7,"1,798",30.8,"9,633",34.6,"10,818",3.5,"1,093",18.5,"5,786",24.1,"7,547",55.4,"17,337",17.8,"5,581",18.4,"5,774",20.0,"6,268",40.0,"12,524",10.2,"3,191",0.445,0.11
20,Oaxaca,20015,Coatecas Altas,"4,024",91.7,"3,691",63.2,"2,544",28.5,"1,146",8.3,333,0.0,0,57.6,"2,319",70.5,"2,837",96.6,"3,886",38.5,"1,550",99.6,"4,010",54.9,"2,209",91.7,"3,691",64.6,"2,598",0.396,--
20,Oaxaca,20016,Coicoyán de las Flores,"8,030",96.4,"7,741",79.7,"6,397",16.7,"1,344",3.6,289,0.0,0,60.2,"4,837",23.6,"1,893",97.9,"7,858",74.3,"5,963",98.6,"7,914",48.8,"3,919",96.4,"7,741",82.6,"6,632",0.386,--
20,Oaxaca,20017,La Compañía,"3,177",83.2,"2,642",44.3,"1,406",38.9,"1,236",16.8,535,0.0,0,51.1,"1,622",27.2,864,92.4,"2,935",57.2,"1,817",94.0,"2,985",39.4,"1,252",83.2,"2,642",49.4,"1,568",0.361,--
20,Oaxaca,20018,Concepción Buenavista,828,78.0,646,32.2,267,45.8,379,19.1,158,0.3,3,47.8,396,23.0,191,86.2,714,35.4,293,59.4,492,23.7,196,78.4,649,45.3,375,0.405,0.10
20,Oaxaca,20019,Concepción Pápalo,"3,049",90.0,"2,745",49.0,"1,495",41.0,"1,250",9.4,288,0.1,3,53.0,"1,615",10.9,332,94.6,"2,884",42.9,"1,307",77.2,"2,352",18.4,560,90.1,"2,748",64.0,"1,952",0.373,0.12
20,Oaxaca,20020,Constancia del Rosario,"3,148",84.1,"2,649",58.5,"1,843",25.6,806,10.2,322,0.2,8,44.1,"1,389",52.6,"1,657",89.7,"2,825",57.8,"1,818",76.3,"2,402",30.8,968,84.4,"2,657",64.4,"2,026",0.554,0.06
20,Oaxaca,20021,Cosolapa,"14,612",63.5,"9,278",17.0,"2,480",46.5,"6,798",28.0,"4,094",1.9,279,32.5,"4,743",26.7,"3,907",71.9,"10,499",21.5,"3,136",59.3,"8,660",19.1,"2,786",65.4,"9,556",27.0,"3,952",0.414,0.14
20,Oaxaca,20022,Cosoltepec,682,67.9,463,18.6,127,49.3,336,25.9,177,2.8,19,34.4,234,12.3,84,50.7,346,19.7,135,75.9,517,26.0,177,70.7,482,35.2,240,0.360,0.19
20,Oaxaca,20023,Cuilápam de Guerrero,"20,032",62.8,"12,585",18.7,"3,743",44.1,"8,842",33.4,"6,695",0.7,138,20.5,"4,116",45.4,"9,091",68.7,"13,755",27.3,"5,472",84.2,"16,857",21.2,"4,242",63.5,"12,723",24.7,"4,953",0.423,0.12
20,Oaxaca,20024,Cuyamecalco Villa de Zaragoza,"3,012",92.2,"2,778",62.4,"1,878",29.9,900,7.6,228,0.1,3,58.6,"1,764",48.7,"1,466",96.1,"2,896",49.6,"1,494",76.0,"2,290",31.4,947,92.3,"2,780",71.7,"2,161",0.412,0.16
20,Oaxaca,20025,Chahuites,"11,608",81.6,"9,477",34.0,"3,942",47.7,"5,536",16.3,"1,892",0.3,32,37.1,"4,312",50.9,"5,910",88.7,"10,298",28.8,"3,346",67.2,"7,795",27.2,"3,153",81.9,"9,509",43.9,"5,098",0.412,0.12
20,Oaxaca,20026,Chalcatongo de Hidalgo,"8,060",73.8,"5,944",31.1,"2,506",42.7,"3,438",24.5,"1,975",0.2,15,30.8,"2,486",24.0,"1,931",84.1,"6,781",44.5,"3,584",84.9,"6,841",28.4,"2,290",73.9,"5,960",40.5,"3,267",0.424,0.13
20,Oaxaca,20027,Chiquihuitlán de Benito Juárez,"1,893",90.6,"1,715",63.2,"1,196",27.4,518,9.2,174,0.1,1,55.7,"1,054",69.7,"1,320",94.6,"1,791",43.3,819,84.9,"1,608",32.7,620,90.6,"1,716",68.2,"1,291",0.399,0.17
20,Oaxaca,20028,Heroica Ciudad de Ejutla de Crespo,"18,058",78.6,"14,198",29.1,"5,261",49.5,"8,938",19.4,"3,499",0.3,59,37.9,"6,842",33.8,"6,104",92.0,"16,608",29.3,"5,297",62.6,"11,298",21.5,"3,886",79.0,"14,257",42.4,"7,657",0.426,0.10
20,Oaxaca,20029,Eloxochitlán de Flores Magón,"3,758",90.0,"3,382",67.5,"2,535",22.5,847,9.8,367,0.0,0,52.8,"1,986",44.1,"1,657",94.9,"3,567",68.2,"2,562",94.4,"3,548",47.6,"1,788",90.0,"3,382",70.5,"2,648",0.461,0.07
20,Oaxaca,20030,El Espinal,"10,949",32.4,"3,549",3.8,417,28.6,"3,132",28.9,"3,167",4.1,452,17.5,"1,918",20.7,"2,264",48.9,"5,350",6.7,738,7.0,771,13.6,"1,492",36.5,"4,001",9.3,"1,016",0.448,0.10
20,Oaxaca,20031,Tamazulápam del Espíritu Santo,"6,902",82.3,"5,682",43.7,"3,019",38.6,"2,663",15.4,"1,062",0.4,27,40.1,"2,768",32.2,"2,223",92.7,"6,397",34.0,"2,350",81.6,"5,634",45.8,"3,163",82.7,"5,708",51.6,"3,564",0.466,0.10
20,Oaxaca,20032,Fresnillo de Trujano,889,81.7,726,40.8,363,40.8,363,17.6,157,0.3,3,48.1,427,66.4,590,83.7,744,34.4,306,79.5,706,33.4,297,82.0,729,49.5,440,0.370,0.17
20,Oaxaca,20033,Guadalupe Etla,"3,331",35.2,"1,173",3.8,128,31.4,"1,045",44.9,"1,496",1.8,60,14.2,472,27.4,914,67.1,"2,234",14.8,491,30.2,"1,005",10.8,360,37.0,"1,233",8.7,290,0.426,0.12
20,Oaxaca,20034,Guadalupe de Ramírez,"1,381",79.7,"1,101",32.5,449,47.2,652,20.3,280,0.0,0,37.7,520,21.4,296,91.0,"1,257",16.3,224,70.4,972,37.6,519,79.7,"1,101",46.4,641,0.378,--
20,Oaxaca,20035,Guelatao de Juárez,718,20.0,143,2.0,15,18.0,129,38.4,276,2.2,16,5.4,39,11.2,81,55.9,402,6.8,49,5.8,42,14.5,104,22.2,159,4.5,33,0.444,0.12
20,Oaxaca,20036,Guevea de Humboldt,"5,168",87.8,"4,535",44.4,"2,293",43.4,"2,242",10.7,553,0.9,47,46.4,"2,396",27.0,"1,393",88.4,"4,567",41.1,"2,123",76.4,"3,951",29.3,"1,516",88.7,"4,583",58.3,"3,014",0.352,0.16
20,Oaxaca,20037,Mesones Hidalgo,"3,362",89.7,"3,015",58.8,"1,976",30.9,"1,039",9.8,329,0.1,3,48.9,"1,644",45.0,"1,512",93.4,"3,141",56.8,"1,911",89.8,"3,020",45.7,"1,537",89.8,"3,018",63.8,"2,145",0.415,0.10
20,Oaxaca,20038,Villa Hidalgo,"1,782",77.0,"1,372",35.9,640,41.1,732,22.5,401,0.2,4,45.4,809,94.5,"1,684",93.4,"1,664",48.7,869,49.5,882,21.0,374,77.2,"1,375",43.3,772,0.387,0.17
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de León,"67,586",52.7,"35,601",7.1,"4,826",45.5,"30,775",29.3,"19,833",3.0,"2,018",18.7,"12,640",29.1,"19,674",69.4,"46,933",16.1,"10,891",18.9,"12,766",15.7,"10,620",55.7,"37,619",16.9,"11,394",0.439,0.12
20,Oaxaca,20040,Huautepec,"4,935",95.0,"4,690",76.5,"3,773",18.6,916,4.9,243,0.0,2,49.5,"2,444",40.8,"2,012",97.6,"4,817",71.8,"3,542",97.7,"4,824",66.9,"3,299",95.1,"4,691",79.5,"3,924",0.402,0.16
20,Oaxaca,20041,Huautla de Jiménez,"26,181",82.1,"21,502",52.6,"13,759",29.6,"7,743",15.8,"4,131",0.3,85,38.8,"10,169",46.9,"12,278",93.1,"24,361",52.3,"13,695",83.1,"21,749",37.1,"9,703",82.5,"21,587",57.3,"15,000",0.543,0.09
20,Oaxaca,20042,Ixtlán de Juárez,"7,346",75.8,"5,568",33.3,"2,446",42.5,"3,121",19.3,"1,416",1.3,97,30.4,"2,232",52.1,"3,829",87.6,"6,432",42.9,"3,149",59.1,"4,340",31.1,"2,285",77.1,"5,664",43.1,"3,164",0.458,0.10
20,Oaxaca,20043,Heroica Ciudad de Juchitán de Zaragoza,"79,197",60.2,"47,662",11.3,"8,974",48.9,"38,688",24.7,"19,554",2.7,"2,157",27.3,"21,592",42.3,"33,502",76.8,"60,795",25.7,"20,358",11.1,"8,795",17.1,"13,545",62.9,"49,819",21.4,"16,944",0.429,0.12
